title,species,habitat,taxa_group
1004 5,Blackbird,Arable,bird
1004 5,Blackbird,Grassland,bird
1004 5,Blackbird,Shrub,bird
1004 5,Chaffinch,Woodland,bird
1004 5,Chaffinch,Built-Up,bird
1004 5,Chaffinch,Arable,bird
1004 5,Chaffinch,Shrub,bird
1004 5,Blue_tit,Woodland,bird
1004 5,Blue_tit,Arable,bird
1004 5,Blue_tit,Built-Up,bird
1004 5,Blue_tit,Shrub,bird
1004 5,Magpie,Built-Up,bird
1004 5,Magpie,Arable,bird
1004 5,Magpie,Woodland,bird
1004 5,Magpie,Grassland,bird
1004 5,Magpie,Rock,bird
1004 5,Magpie,Shrub,bird
1004 5,Woodpigeon,Woodland,bird
1004 5,Woodpigeon,Arable,bird
1004 5,Woodpigeon,Shrub,bird
1004 5,Common_rush,Grassland,plant
1004 5,Common_rush,Wetlands,plant
1004 5,Ragwort_Oxford,Built-Up,plant
1004 6,Dunnock,Woodland,bird
1004 6,Dunnock,Built-Up,bird
1004 6,Dunnock,Arable,bird
1004 6,Dunnock,Shrub,bird
1004 6,Blackcap,Woodland,bird
1004 6,Blackcap,Built-Up,bird
1004 6,Blackcap,Arable,bird
1004 6,Blackcap,Shrub,bird
1004 6,Goldfinch,Woodland,bird
1004 6,Goldfinch,Built-Up,bird
1004 6,Goldfinch,Arable,bird
1004 6,Goldfinch,Grassland,bird
1004 6,Goldfinch,Shrub,bird
1004 6,Goldfinch,Wetlands,bird
1004 6,Crow,Built-Up,bird
1004 6,Crow,Arable,bird
1004 6,Crow,Woodland,bird
1004 6,Crow,Grassland,bird
1004 6,Crow,Rock,bird
1004 6,Crow,Shrub,bird
1004 6,Crow,Wetlands,bird
1004 6,Woodpigeon,Woodland,bird
1004 6,Woodpigeon,Arable,bird
1004 6,Woodpigeon,Shrub,bird
1004 6,Swallow,Built-Up,bird
1004 6,Swallow,Arable,bird
1004 6,Swallow,Grassland,bird
1004 6,Swallow,Wetlands,bird
1004 6,Crane_fly,Grassland,insect
1004 6,Crane_fly,Arable,insect
1004 6,Crane_fly,Woodland,insect
1004 6,Crane_fly,Built-Up,insect
1004 6,Hawthorn,Woodland,plant
1004 6,Brambles,Woodland,plant
1004 6,Common_rush,Grassland,plant
1004 6,Common_rush,Wetlands,plant
1004 6,Buttercup_meadow,Grassland,plant
1004 6,Buttercup_meadow,Grassland,plant
1004 3,Chiffchaff,Woodland,bird
1004 3,Chiffchaff,Shrub,bird
1004 3,Chiffchaff,Wetlands,bird
1004 3,Blue_tit,Woodland,bird
1004 3,Blue_tit,Arable,bird
1004 3,Blue_tit,Built-Up,bird
1004 3,Blue_tit,Shrub,bird
1004 3,Magpie,Built-Up,bird
1004 3,Magpie,Arable,bird
1004 3,Magpie,Woodland,bird
1004 3,Magpie,Grassland,bird
1004 3,Magpie,Rock,bird
1004 3,Magpie,Shrub,bird
1004 3,Woodpigeon,Woodland,bird
1004 3,Woodpigeon,Arable,bird
1004 3,Woodpigeon,Shrub,bird
1004 3,Sand_martin,Wetlands,bird
1004 3,Sand_martin,Arable,bird
1004 3,Sand_martin,Grassland,bird
1004 3,Speckled_wood,Woodland,insect
1004 3,Speckled_wood,Built-Up,insect
1004 3,Uknown_White_tailed,Grassland,insect
1004 3,Uknown_White_tailed,Wetlands,insect
1004 3,Uknown_White_tailed,Arable,insect
1004 3,Uknown_White_tailed,Woodland,insect
1004 3,Uknown_White_tailed,Built-Up,insect
1004 3,Western_honeybee,Grassland,insect
1004 3,Western_honeybee,Wetlands,insect
1004 3,Western_honeybee,Arable,insect
1004 3,Western_honeybee,Woodland,insect
1004 3,Western_honeybee,Built-Up,insect
1004 3,Oak,Woodland,plant
1004 3,Brambles,Woodland,plant
1004 3,Horsetail,Arable,plant
1004 3,Buttercup_creeping,Grassland,plant
1004 3,Buttercup_creeping,Grassland,plant
1004 9,Wren,Woodland,bird
1004 9,Wren,Built-Up,bird
1004 9,Wren,Shrub,bird
1004 9,Long-tailed_tit,Woodland,bird
1004 9,Long-tailed_tit,Built-Up,bird
1004 9,Long-tailed_tit,Arable,bird
1004 9,Long-tailed_tit,Shrub,bird
1004 9,Long-tailed_tit,Wetlands,bird
1004 9,Jay,Woodland,bird
1004 9,Jay,Built-Up,bird
1004 9,Parakeet,Woodland,bird
1004 9,Parakeet,Arable,bird
1004 9,Parakeet,Grassland,bird
1004 9,Parakeet,Shrub,bird
1004 9,Parakeet,Wetlands,bird
1004 9,Speckled_wood,Woodland,insect
1004 9,Speckled_wood,Built-Up,insect
1004 9,Willow,Woodland,plant
1004 9,Willow,Wetlands,plant
1004 9,Yorkshire_fog,Grassland,plant
1004 9,Yorkshire_fog,Grassland,plant
1004 9,Ragwort,Grassland,plant
1004 9,Ragwort,Grassland,plant
1004 9,Ragwort,Grassland,plant
941 8,Wren,Woodland,bird
941 8,Wren,Built-Up,bird
941 8,Wren,Shrub,bird
941 8,Chiffchaff,Woodland,bird
941 8,Chiffchaff,Shrub,bird
941 8,Chiffchaff,Wetlands,bird
941 8,Magpie,Built-Up,bird
941 8,Magpie,Arable,bird
941 8,Magpie,Woodland,bird
941 8,Magpie,Grassland,bird
941 8,Magpie,Rock,bird
941 8,Magpie,Shrub,bird
941 8,Speckled_wood,Woodland,insect
941 8,Speckled_wood,Built-Up,insect
941 8,Uknown_White_tailed,Grassland,insect
941 8,Uknown_White_tailed,Wetlands,insect
941 8,Uknown_White_tailed,Arable,insect
941 8,Uknown_White_tailed,Woodland,insect
941 8,Uknown_White_tailed,Built-Up,insect
941 8,Oak,Woodland,plant
941 8,Bindweed,Built-Up,plant
941 8,Horsetail,Arable,plant
941 8,Cocks_foot,Grassland,plant
941 8,Cocks_foot,Grassland,plant
941 8,Clover_red,Grassland,plant
941 8,Clover_red,Grassland,plant
941 7,Blackbird,Woodland,bird
941 7,Blackbird,Built-Up,bird
941 7,Blackbird,Arable,bird
941 7,Blackbird,Grassland,bird
941 7,Blackbird,Shrub,bird
941 7,Chiffchaff,Woodland,bird
941 7,Chiffchaff,Shrub,bird
941 7,Chiffchaff,Wetlands,bird
941 7,Magpie,Built-Up,bird
941 7,Magpie,Arable,bird
941 7,Magpie,Woodland,bird
941 7,Magpie,Grassland,bird
941 7,Magpie,Rock,bird
941 7,Magpie,Shrub,bird
941 7,Woodpigeon,Woodland,bird
941 7,Woodpigeon,Arable,bird
941 7,Woodpigeon,Shrub,bird
941 7,Meadow_brown,Grassland,insect
941 7,Meadow_brown,Arable,insect
941 7,Meadow_brown,Woodland,insect
941 7,Meadow_brown,Wetlands,insect
941 7,Meadow_brown,Built-Up,insect
941 7,Uknown_White_tailed,Grassland,insect
941 7,Uknown_White_tailed,Wetlands,insect
941 7,Uknown_White_tailed,Arable,insect
941 7,Uknown_White_tailed,Woodland,insect
941 7,Uknown_White_tailed,Built-Up,insect
941 7,Western_honeybee,Grassland,insect
941 7,Western_honeybee,Wetlands,insect
941 7,Western_honeybee,Arable,insect
941 7,Western_honeybee,Woodland,insect
941 7,Western_honeybee,Built-Up,insect
941 7,Crab_Apple,Woodland,plant
941 7,Brambles,Woodland,plant
941 7,Cocks_foot,Grassland,plant
941 7,Cocks_foot,Grassland,plant
941 7,Broad-leaved_Dock,Grassland,plant
941 7,Broad-leaved_Dock,Built-Up,plant
1007 10,Blackbird,Woodland,bird
1007 10,Blackbird,Built-Up,bird
1007 10,Blackbird,Arable,bird
1007 10,Blackbird,Grassland,bird
1007 10,Blackbird,Shrub,bird
1007 10,Magpie,Built-Up,bird
1007 10,Magpie,Arable,bird
1007 10,Magpie,Woodland,bird
1007 10,Magpie,Grassland,bird
1007 10,Magpie,Rock,bird
1007 10,Magpie,Shrub,bird
1007 10,Woodpigeon,Woodland,bird
1007 10,Woodpigeon,Arable,bird
1007 10,Woodpigeon,Shrub,bird
1007 10,Oak,Woodland,plant
1007 10,Rose,Grassland,plant
1007 10,Horsetail,Arable,plant
1007 10,Clover_white,Grassland,plant
1007 10,Clover_white,Grassland,plant
1007 2,Blackbird,Woodland,bird
1007 2,Blackbird,Built-Up,bird
1007 2,Blackbird,Arable,bird
1007 2,Blackbird,Grassland,bird
1007 2,Blackbird,Shrub,bird
1007 2,Goldfinch,Woodland,bird
1007 2,Goldfinch,Built-Up,bird
1007 2,Goldfinch,Arable,bird
1007 2,Goldfinch,Grassland,bird
1007 2,Goldfinch,Shrub,bird
1007 2,Goldfinch,Wetlands,bird
1007 2,Jackdaw,Built-Up,bird
1007 2,Jackdaw,Arable,bird
1007 2,Jackdaw,Woodland,bird
1007 2,Jackdaw,Grassland,bird
1007 2,Jackdaw,Rock,bird
1007 2,Woodpigeon,Woodland,bird
1007 2,Woodpigeon,Arable,bird
1007 2,Woodpigeon,Shrub,bird
1007 2,Uknown_Small_white_butterfly,Grassland,insect
1007 2,Uknown_Small_white_butterfly,Built-Up,insect
1007 2,Uknown_Small_white_butterfly,Shrub,insect
1007 2,Uknown_Small_white_butterfly,Grassland,insect
1007 2,Uknown_Small_white_butterfly,Wetlands,insect
1007 2,Uknown_White_tailed,Grassland,insect
1007 2,Uknown_White_tailed,Wetlands,insect
1007 2,Uknown_White_tailed,Arable,insect
1007 2,Uknown_White_tailed,Woodland,insect
1007 2,Uknown_White_tailed,Built-Up,insect
1007 2,Pied,Grassland,insect
1007 2,Pied,Built-Up,insect
1007 2,Common_wasp,Grassland,insect
1007 2,Common_wasp,Wetlands,insect
1007 2,Common_wasp,Arable,insect
1007 2,Common_wasp,Woodland,insect
1007 2,Common_wasp,Built-Up,insect
1007 2,Ash,Woodland,plant
1007 2,Ivy,Woodland,plant
1007 6,Blackbird,Woodland,bird
1007 6,Blackbird,Built-Up,bird
1007 6,Blackbird,Arable,bird
1007 6,Blackbird,Grassland,bird
1007 6,Blackbird,Shrub,bird
1007 6,Goldfinch,Woodland,bird
1007 6,Goldfinch,Built-Up,bird
1007 6,Goldfinch,Arable,bird
1007 6,Goldfinch,Grassland,bird
1007 6,Goldfinch,Shrub,bird
1007 6,Goldfinch,Wetlands,bird
1007 6,Woodpigeon,Woodland,bird
1007 6,Woodpigeon,Arable,bird
1007 6,Woodpigeon,Shrub,bird
1007 6,Sparrow,Built-Up,bird
1007 6,Sparrow,Arable,bird
1007 6,Sparrow,Woodland,bird
1007 6,Sparrow,Grassland,bird
1007 6,Sparrow,Rock,bird
1007 6,Sparrow,Shrub,bird
1007 6,Sparrow,Wetlands,bird
1007 6,Red_admiral,Grassland,insect
1007 6,Red_admiral,Arable,insect
1007 6,Red_admiral,Woodland,insect
1007 6,Red_admiral,Built-Up,insect
1007 6,Buff-tailed,Grassland,insect
1007 6,Buff-tailed,Built-Up,insect
1007 6,Ash,Woodland,plant
1007 6,Brambles,Woodland,plant
1007 6,Horsetail,Arable,plant
1007 6,Broad-leaved_Dock,Grassland,plant
1007 6,Broad-leaved_Dock,Built-Up,plant
686 9,Wren,Woodland,bird
686 9,Wren,Built-Up,bird
686 9,Wren,Shrub,bird
686 9,Goldfinch,Woodland,bird
686 9,Goldfinch,Built-Up,bird
686 9,Goldfinch,Arable,bird
686 9,Goldfinch,Grassland,bird
686 9,Goldfinch,Shrub,bird
686 9,Goldfinch,Wetlands,bird
686 9,Magpie,Built-Up,bird
686 9,Magpie,Arable,bird
686 9,Magpie,Woodland,bird
686 9,Magpie,Grassland,bird
686 9,Magpie,Rock,bird
686 9,Magpie,Shrub,bird
686 9,Feral_pigeon,Built-Up,bird
686 9,Feral_pigeon,Rock,bird
686 9,Feral_pigeon,Arable,bird
686 9,Maple,Woodland,plant
686 9,Buddleja,Built-Up,plant
686 9,Clover_white,Grassland,plant
686 9,Clover_white,Grassland,plant
686 4,Song_thrush,Woodland,bird
686 4,Song_thrush,Built-Up,bird
686 4,Song_thrush,Arable,bird
686 4,Song_thrush,Shrub,bird
686 4,Goldfinch,Woodland,bird
686 4,Goldfinch,Built-Up,bird
686 4,Goldfinch,Arable,bird
686 4,Goldfinch,Grassland,bird
686 4,Goldfinch,Shrub,bird
686 4,Goldfinch,Wetlands,bird
686 4,Blue_tit,Woodland,bird
686 4,Blue_tit,Arable,bird
686 4,Blue_tit,Built-Up,bird
686 4,Blue_tit,Shrub,bird
686 4,Magpie,Built-Up,bird
686 4,Magpie,Arable,bird
686 4,Magpie,Woodland,bird
686 4,Magpie,Grassland,bird
686 4,Magpie,Rock,bird
686 4,Magpie,Shrub,bird
686 4,Western_honeybee,Grassland,insect
686 4,Western_honeybee,Wetlands,insect
686 4,Western_honeybee,Arable,insect
686 4,Western_honeybee,Woodland,insect
686 4,Western_honeybee,Built-Up,insect
686 4,Ash,Woodland,plant
686 4,Bindweed,Built-Up,plant
686 1,Song_thrush,Woodland,bird
686 1,Song_thrush,Built-Up,bird
686 1,Song_thrush,Arable,bird
686 1,Song_thrush,Shrub,bird
686 1,Goldfinch,Woodland,bird
686 1,Goldfinch,Built-Up,bird
686 1,Goldfinch,Arable,bird
686 1,Goldfinch,Grassland,bird
686 1,Goldfinch,Shrub,bird
686 1,Goldfinch,Wetlands,bird
686 1,Magpie,Built-Up,bird
686 1,Magpie,Arable,bird
686 1,Magpie,Woodland,bird
686 1,Magpie,Grassland,bird
686 1,Magpie,Rock,bird
686 1,Magpie,Shrub,bird
686 1,Feral_pigeon,Built-Up,bird
686 1,Feral_pigeon,Rock,bird
686 1,Feral_pigeon,Arable,bird
686 1,Uknown_White_tailed,Grassland,insect
686 1,Uknown_White_tailed,Wetlands,insect
686 1,Uknown_White_tailed,Arable,insect
686 1,Uknown_White_tailed,Woodland,insect
686 1,Uknown_White_tailed,Built-Up,insect
686 1,Ash,Woodland,plant
686 1,Bindweed,Built-Up,plant
686 11,Blackbird,Woodland,bird
686 11,Blackbird,Built-Up,bird
686 11,Blackbird,Arable,bird
686 11,Blackbird,Grassland,bird
686 11,Blackbird,Shrub,bird
686 11,Goldfinch,Woodland,bird
686 11,Goldfinch,Built-Up,bird
686 11,Goldfinch,Arable,bird
686 11,Goldfinch,Grassland,bird
686 11,Goldfinch,Shrub,bird
686 11,Goldfinch,Wetlands,bird
686 11,Magpie,Built-Up,bird
686 11,Magpie,Arable,bird
686 11,Magpie,Woodland,bird
686 11,Magpie,Grassland,bird
686 11,Magpie,Rock,bird
686 11,Magpie,Shrub,bird
686 11,Feral_pigeon,Built-Up,bird
686 11,Feral_pigeon,Rock,bird
686 11,Feral_pigeon,Arable,bird
686 11,Starling,Built-Up,bird
686 11,Starling,Arable,bird
686 11,Starling,Woodland,bird
686 11,Starling,Grassland,bird
686 11,Starling,Shrub,bird
686 11,Maple,Woodland,plant
686 11,Wood_avens,Woodland,plant
686 12,Magpie,Built-Up,bird
686 12,Magpie,Arable,bird
686 12,Magpie,Woodland,bird
686 12,Magpie,Grassland,bird
686 12,Magpie,Rock,bird
686 12,Magpie,Shrub,bird
686 12,Feral_pigeon,Built-Up,bird
686 12,Feral_pigeon,Rock,bird
686 12,Feral_pigeon,Arable,bird
686 12,Swift,Built-Up,bird
686 12,Swift,Arable,bird
686 12,Swift,Grassland,bird
686 12,Swift,Rock,bird
686 12,Swift,Shrub,bird
686 12,Swift,Wetlands,bird
686 12,Swift,Woodland,bird
686 12,Sycamore,Woodland,plant
686 12,Sycamore,Built-Up,plant
686 12,Dandelion,Grassland,plant
686 12,Dandelion,Built-Up,plant
686 7,Blue_tit,Woodland,bird
686 7,Blue_tit,Arable,bird
686 7,Blue_tit,Built-Up,bird
686 7,Blue_tit,Shrub,bird
686 7,Crow,Built-Up,bird
686 7,Crow,Arable,bird
686 7,Crow,Woodland,bird
686 7,Crow,Grassland,bird
686 7,Crow,Rock,bird
686 7,Crow,Shrub,bird
686 7,Crow,Wetlands,bird
686 7,Feral_pigeon,Built-Up,bird
686 7,Feral_pigeon,Rock,bird
686 7,Feral_pigeon,Arable,bird
686 7,Lime,Woodland,plant
686 7,Daisy,Grassland,plant
686 7,Daisy,Grassland,plant
686 10,Magpie,Built-Up,bird
686 10,Magpie,Arable,bird
686 10,Magpie,Woodland,bird
686 10,Magpie,Grassland,bird
686 10,Magpie,Rock,bird
686 10,Magpie,Shrub,bird
686 10,Woodpigeon,Woodland,bird
686 10,Woodpigeon,Arable,bird
686 10,Woodpigeon,Shrub,bird
686 10,Birch,Woodland,plant
686 10,Ragwort,Grassland,plant
686 10,Ragwort,Grassland,plant
686 10,Ragwort,Grassland,plant
819 8,Blackbird,Woodland,bird
819 8,Blackbird,Built-Up,bird
819 8,Blackbird,Arable,bird
819 8,Blackbird,Grassland,bird
819 8,Blackbird,Shrub,bird
819 8,Crow,Built-Up,bird
819 8,Crow,Arable,bird
819 8,Crow,Woodland,bird
819 8,Crow,Grassland,bird
819 8,Crow,Rock,bird
819 8,Crow,Shrub,bird
819 8,Crow,Wetlands,bird
819 8,Feral_pigeon,Built-Up,bird
819 8,Feral_pigeon,Rock,bird
819 8,Feral_pigeon,Arable,bird
819 8,Swift,Built-Up,bird
819 8,Swift,Arable,bird
819 8,Swift,Grassland,bird
819 8,Swift,Rock,bird
819 8,Swift,Shrub,bird
819 8,Swift,Wetlands,bird
819 8,Swift,Woodland,bird
819 8,Starling,Built-Up,bird
819 8,Starling,Arable,bird
819 8,Starling,Woodland,bird
819 8,Starling,Grassland,bird
819 8,Starling,Shrub,bird
819 8,Uknown_White_tailed,Grassland,insect
819 8,Uknown_White_tailed,Wetlands,insect
819 8,Uknown_White_tailed,Arable,insect
819 8,Uknown_White_tailed,Woodland,insect
819 8,Uknown_White_tailed,Built-Up,insect
819 8,Western_honeybee,Grassland,insect
819 8,Western_honeybee,Wetlands,insect
819 8,Western_honeybee,Arable,insect
819 8,Western_honeybee,Woodland,insect
819 8,Western_honeybee,Built-Up,insect
819 8,Cherry,Woodland,plant
819 8,Clover_white,Grassland,plant
819 8,Clover_white,Grassland,plant
819 5,Blackbird,Woodland,bird
819 5,Blackbird,Built-Up,bird
819 5,Blackbird,Arable,bird
819 5,Blackbird,Grassland,bird
819 5,Blackbird,Shrub,bird
819 5,Magpie,Built-Up,bird
819 5,Magpie,Arable,bird
819 5,Magpie,Woodland,bird
819 5,Magpie,Grassland,bird
819 5,Magpie,Rock,bird
819 5,Magpie,Shrub,bird
819 5,Feral_pigeon,Built-Up,bird
819 5,Feral_pigeon,Rock,bird
819 5,Feral_pigeon,Arable,bird
819 5,Cherry,Woodland,plant
819 5,Cocks_foot,Grassland,plant
819 5,Cocks_foot,Grassland,plant
819 5,Dandelion,Grassland,plant
819 5,Dandelion,Built-Up,plant
819 4,Blackbird,Woodland,bird
819 4,Blackbird,Built-Up,bird
819 4,Blackbird,Arable,bird
819 4,Blackbird,Grassland,bird
819 4,Blackbird,Shrub,bird
819 4,Magpie,Built-Up,bird
819 4,Magpie,Arable,bird
819 4,Magpie,Woodland,bird
819 4,Magpie,Grassland,bird
819 4,Magpie,Rock,bird
819 4,Magpie,Shrub,bird
819 4,Feral_pigeon,Built-Up,bird
819 4,Feral_pigeon,Rock,bird
819 4,Feral_pigeon,Arable,bird
819 4,Swift,Built-Up,bird
819 4,Swift,Arable,bird
819 4,Swift,Grassland,bird
819 4,Swift,Rock,bird
819 4,Swift,Shrub,bird
819 4,Swift,Wetlands,bird
819 4,Swift,Woodland,bird
819 4,Sparrow,Built-Up,bird
819 4,Sparrow,Arable,bird
819 4,Sparrow,Woodland,bird
819 4,Sparrow,Grassland,bird
819 4,Sparrow,Rock,bird
819 4,Sparrow,Shrub,bird
819 4,Sparrow,Wetlands,bird
819 4,Uknown_White_tailed,Grassland,insect
819 4,Uknown_White_tailed,Wetlands,insect
819 4,Uknown_White_tailed,Arable,insect
819 4,Uknown_White_tailed,Woodland,insect
819 4,Uknown_White_tailed,Built-Up,insect
819 4,Crab_Apple,Woodland,plant
819 4,Ivy,Woodland,plant
819 4,Clover_white,Grassland,plant
819 4,Clover_white,Grassland,plant
819 7,Wren,Woodland,bird
819 7,Wren,Built-Up,bird
819 7,Wren,Shrub,bird
819 7,Magpie,Built-Up,bird
819 7,Magpie,Arable,bird
819 7,Magpie,Woodland,bird
819 7,Magpie,Grassland,bird
819 7,Magpie,Rock,bird
819 7,Magpie,Shrub,bird
819 7,Woodpigeon,Woodland,bird
819 7,Woodpigeon,Arable,bird
819 7,Woodpigeon,Shrub,bird
819 7,Crab_Apple,Woodland,plant
819 7,Brambles,Woodland,plant
819 7,Cocks_foot,Grassland,plant
819 7,Cocks_foot,Grassland,plant
819 7,Vetch,Grassland,plant
819 11,Goldfinch,Woodland,bird
819 11,Goldfinch,Built-Up,bird
819 11,Goldfinch,Arable,bird
819 11,Goldfinch,Grassland,bird
819 11,Goldfinch,Shrub,bird
819 11,Goldfinch,Wetlands,bird
819 11,Magpie,Built-Up,bird
819 11,Magpie,Arable,bird
819 11,Magpie,Woodland,bird
819 11,Magpie,Grassland,bird
819 11,Magpie,Rock,bird
819 11,Magpie,Shrub,bird
819 11,Feral_pigeon,Built-Up,bird
819 11,Feral_pigeon,Rock,bird
819 11,Feral_pigeon,Arable,bird
819 11,Starling,Built-Up,bird
819 11,Starling,Arable,bird
819 11,Starling,Woodland,bird
819 11,Starling,Grassland,bird
819 11,Starling,Shrub,bird
819 11,Birch,Woodland,plant
819 11,Buddleja,Built-Up,plant
819 11,Buttercup_creeping,Grassland,plant
819 11,Buttercup_creeping,Grassland,plant
819 10,Crow,Built-Up,bird
819 10,Crow,Arable,bird
819 10,Crow,Woodland,bird
819 10,Crow,Grassland,bird
819 10,Crow,Rock,bird
819 10,Crow,Shrub,bird
819 10,Crow,Wetlands,bird
819 10,Woodpigeon,Woodland,bird
819 10,Woodpigeon,Arable,bird
819 10,Woodpigeon,Shrub,bird
819 10,Swift,Built-Up,bird
819 10,Swift,Arable,bird
819 10,Swift,Grassland,bird
819 10,Swift,Rock,bird
819 10,Swift,Shrub,bird
819 10,Swift,Wetlands,bird
819 10,Swift,Woodland,bird
819 10,Starling,Built-Up,bird
819 10,Starling,Arable,bird
819 10,Starling,Woodland,bird
819 10,Starling,Grassland,bird
819 10,Starling,Shrub,bird
819 1,Blackbird,Woodland,bird
819 1,Blackbird,Built-Up,bird
819 1,Blackbird,Arable,bird
819 1,Blackbird,Grassland,bird
819 1,Blackbird,Shrub,bird
819 1,Starling,Built-Up,bird
819 1,Starling,Arable,bird
819 1,Starling,Woodland,bird
819 1,Starling,Grassland,bird
819 1,Starling,Shrub,bird
819 1,Birch,Woodland,plant
819 1,Brambles,Woodland,plant
819 1,Buttercup_creeping,Grassland,plant
819 1,Buttercup_creeping,Grassland,plant
690 10,Feral_pigeon,Built-Up,bird
690 10,Feral_pigeon,Rock,bird
690 10,Feral_pigeon,Arable,bird
690 10,Cherry,Woodland,plant
690 10,Yorkshire_fog,Grassland,plant
690 10,Yorkshire_fog,Grassland,plant
690 10,Daisy,Grassland,plant
690 10,Daisy,Grassland,plant
690 3,Wren,Woodland,bird
690 3,Wren,Built-Up,bird
690 3,Wren,Shrub,bird
690 3,Feral_pigeon,Built-Up,bird
690 3,Feral_pigeon,Rock,bird
690 3,Feral_pigeon,Arable,bird
690 3,Swift,Built-Up,bird
690 3,Swift,Arable,bird
690 3,Swift,Grassland,bird
690 3,Swift,Rock,bird
690 3,Swift,Shrub,bird
690 3,Swift,Wetlands,bird
690 3,Swift,Woodland,bird
690 3,Beech,Woodland,plant
690 3,Buttercup_creeping,Grassland,plant
690 3,Buttercup_creeping,Grassland,plant
690 8,Blackbird,Woodland,bird
690 8,Blackbird,Built-Up,bird
690 8,Blackbird,Arable,bird
690 8,Blackbird,Grassland,bird
690 8,Blackbird,Shrub,bird
690 8,Goldfinch,Woodland,bird
690 8,Goldfinch,Built-Up,bird
690 8,Goldfinch,Arable,bird
690 8,Goldfinch,Grassland,bird
690 8,Goldfinch,Shrub,bird
690 8,Goldfinch,Wetlands,bird
690 8,Magpie,Built-Up,bird
690 8,Magpie,Arable,bird
690 8,Magpie,Woodland,bird
690 8,Magpie,Grassland,bird
690 8,Magpie,Rock,bird
690 8,Magpie,Shrub,bird
690 8,Feral_pigeon,Built-Up,bird
690 8,Feral_pigeon,Rock,bird
690 8,Feral_pigeon,Arable,bird
690 8,Swift,Built-Up,bird
690 8,Swift,Arable,bird
690 8,Swift,Grassland,bird
690 8,Swift,Rock,bird
690 8,Swift,Shrub,bird
690 8,Swift,Wetlands,bird
690 8,Swift,Woodland,bird
690 8,Ash,Woodland,plant
690 8,Yorkshire_fog,Grassland,plant
690 8,Yorkshire_fog,Grassland,plant
690 8,Buttercup_meadow,Grassland,plant
690 8,Buttercup_meadow,Grassland,plant
393 5,Blackbird,Woodland,bird
393 5,Blackbird,Built-Up,bird
393 5,Blackbird,Arable,bird
393 5,Blackbird,Grassland,bird
393 5,Blackbird,Shrub,bird
393 5,Chiffchaff,Woodland,bird
393 5,Chiffchaff,Shrub,bird
393 5,Chiffchaff,Wetlands,bird
393 5,Chaffinch,Woodland,bird
393 5,Chaffinch,Built-Up,bird
393 5,Chaffinch,Arable,bird
393 5,Chaffinch,Shrub,bird
393 5,Sand_martin,Wetlands,bird
393 5,Sand_martin,Arable,bird
393 5,Sand_martin,Grassland,bird
393 5,Crane_fly,Grassland,insect
393 5,Crane_fly,Arable,insect
393 5,Crane_fly,Woodland,insect
393 5,Crane_fly,Built-Up,insect
393 5,Poplar,Built-Up,plant
393 5,Bindweed,Built-Up,plant
393 5,Horsetail,Arable,plant
393 5,Yorkshire_fog,Grassland,plant
393 5,Yorkshire_fog,Grassland,plant
393 5,Balsam,Wetlands,plant
393 11,Blackbird,Woodland,bird
393 11,Blackbird,Built-Up,bird
393 11,Blackbird,Arable,bird
393 11,Blackbird,Grassland,bird
393 11,Blackbird,Shrub,bird
393 11,Chaffinch,Woodland,bird
393 11,Chaffinch,Built-Up,bird
393 11,Chaffinch,Arable,bird
393 11,Chaffinch,Shrub,bird
393 11,Crow,Built-Up,bird
393 11,Crow,Arable,bird
393 11,Crow,Woodland,bird
393 11,Crow,Grassland,bird
393 11,Crow,Rock,bird
393 11,Crow,Shrub,bird
393 11,Crow,Wetlands,bird
393 11,Stockdove,Woodland,bird
393 11,Stockdove,Arable,bird
393 11,Stockdove,Rock,bird
393 11,Stockdove,Shrub,bird
393 11,Sand_martin,Wetlands,bird
393 11,Sand_martin,Arable,bird
393 11,Sand_martin,Grassland,bird
393 11,Birch,Woodland,plant
393 11,Brambles,Woodland,plant
393 11,Horsetail,Arable,plant
393 11,Cocks_foot,Grassland,plant
393 11,Cocks_foot,Grassland,plant
393 11,Balsam,Wetlands,plant
393 8,Blackbird,Woodland,bird
393 8,Blackbird,Built-Up,bird
393 8,Blackbird,Arable,bird
393 8,Blackbird,Grassland,bird
393 8,Blackbird,Shrub,bird
393 8,Chaffinch,Woodland,bird
393 8,Chaffinch,Built-Up,bird
393 8,Chaffinch,Arable,bird
393 8,Chaffinch,Shrub,bird
393 8,Magpie,Built-Up,bird
393 8,Magpie,Arable,bird
393 8,Magpie,Woodland,bird
393 8,Magpie,Grassland,bird
393 8,Magpie,Rock,bird
393 8,Magpie,Shrub,bird
393 8,Woodpigeon,Woodland,bird
393 8,Woodpigeon,Arable,bird
393 8,Woodpigeon,Shrub,bird
393 8,Lime,Woodland,plant
393 8,Daisy,Grassland,plant
393 8,Daisy,Grassland,plant
393 2,Blackbird,Woodland,bird
393 2,Blackbird,Built-Up,bird
393 2,Blackbird,Arable,bird
393 2,Blackbird,Grassland,bird
393 2,Blackbird,Shrub,bird
393 2,Greenfinch,Woodland,bird
393 2,Greenfinch,Arable,bird
393 2,Greenfinch,Shrub,bird
393 2,Magpie,Built-Up,bird
393 2,Magpie,Arable,bird
393 2,Magpie,Woodland,bird
393 2,Magpie,Grassland,bird
393 2,Magpie,Rock,bird
393 2,Magpie,Shrub,bird
393 2,Woodpigeon,Woodland,bird
